Repo,WindowStart,WindowEnd,HistLen,PredLen
BitGo/BitGoJS,2017-11,2022-10,48,12
BitGo/BitGoJS,2018-05,2023-04,48,12
BitGo/BitGoJS,2018-11,2023-10,48,12
BitGo/BitGoJS,2019-05,2024-04,48,12
BitGo/BitGoJS,2019-11,2024-10,48,12
BitGo/BitGoJS,2020-05,2025-04,48,12
BitGo/BitGoJS,2020-11,2025-10,48,12
bitnami/charts,2016-02,2021-01,48,12
bitnami/charts,2016-08,2021-07,48,12
bitnami/charts,2017-02,2022-01,48,12
bitnami/charts,2017-08,2022-07,48,12
bitnami/charts,2018-02,2023-01,48,12
bitnami/charts,2018-08,2023-07,48,12
bitnami/charts,2019-02,2024-01,48,12
bitnami/charts,2019-08,2024-07,48,12
bitnami/charts,2020-02,2025-01,48,12
bitnami/charts,2020-08,2025-07,48,12
bitwarden/clients,2016-03,2021-02,48,12
bitwarden/clients,2016-09,2021-08,48,12
bitwarden/clients,2017-03,2022-02,48,12
bitwarden/clients,2017-09,2022-08,48,12
bitwarden/clients,2018-03,2023-02,48,12
bitwarden/clients,2018-09,2023-08,48,12
bitwarden/clients,2019-03,2024-02,48,12
bitwarden/clients,2019-09,2024-08,48,12
bitwarden/clients,2020-03,2025-02,48,12
bitwarden/clients,2020-09,2025-08,48,12
brave/brave-core,2017-11,2022-10,48,12
brave/brave-core,2018-05,2023-04,48,12
brave/brave-core,2018-11,2023-10,48,12
brave/brave-core,2019-05,2024-04,48,12
brave/brave-core,2019-11,2024-10,48,12
brave/brave-core,2020-05,2025-04,48,12
brave/brave-core,2020-11,2025-10,48,12
BurntSushi/ripgrep,2016-03,2021-02,48,12
BurntSushi/ripgrep,2016-09,2021-08,48,12
BurntSushi/ripgrep,2017-03,2022-02,48,12
BurntSushi/ripgrep,2017-09,2022-08,48,12
BurntSushi/ripgrep,2018-03,2023-02,48,12
BurntSushi/ripgrep,2018-09,2023-08,48,12
BurntSushi/ripgrep,2019-03,2024-02,48,12
BurntSushi/ripgrep,2019-09,2024-08,48,12
BurntSushi/ripgrep,2020-03,2025-02,48,12
BurntSushi/ripgrep,2020-09,2025-08,48,12
camunda/camunda,2016-03,2021-02,48,12
camunda/camunda,2016-09,2021-08,48,12
camunda/camunda,2017-03,2022-02,48,12
camunda/camunda,2017-09,2022-08,48,12
camunda/camunda,2018-03,2023-02,48,12
camunda/camunda,2018-09,2023-08,48,12
camunda/camunda,2019-03,2024-02,48,12
camunda/camunda,2019-09,2024-08,48,12
camunda/camunda,2020-03,2025-02,48,12
camunda/camunda,2020-09,2025-08,48,12
carbon-design-system/carbon,2017-03,2022-02,48,12
carbon-design-system/carbon,2017-09,2022-08,48,12
carbon-design-system/carbon,2018-03,2023-02,48,12
carbon-design-system/carbon,2018-09,2023-08,48,12
carbon-design-system/carbon,2019-03,2024-02,48,12
carbon-design-system/carbon,2019-09,2024-08,48,12
carbon-design-system/carbon,2020-03,2025-02,48,12
carbon-design-system/carbon,2020-09,2025-08,48,12
ccxt/ccxt,2017-05,2022-04,48,12
ccxt/ccxt,2017-11,2022-10,48,12
ccxt/ccxt,2018-05,2023-04,48,12
ccxt/ccxt,2018-11,2023-10,48,12
ccxt/ccxt,2019-05,2024-04,48,12
ccxt/ccxt,2019-11,2024-10,48,12
ccxt/ccxt,2020-05,2025-04,48,12
ccxt/ccxt,2020-11,2025-10,48,12
ceph/ceph,2011-09,2016-08,48,12
ceph/ceph,2012-03,2017-02,48,12
ceph/ceph,2012-09,2017-08,48,12
ceph/ceph,2013-03,2018-02,48,12
ceph/ceph,2013-09,2018-08,48,12
ceph/ceph,2014-03,2019-02,48,12
ceph/ceph,2014-09,2019-08,48,12
ceph/ceph,2015-03,2020-02,48,12
ceph/ceph,2015-09,2020-08,48,12
ceph/ceph,2016-03,2021-02,48,12
ceph/ceph,2016-09,2021-08,48,12
ceph/ceph,2017-03,2022-02,48,12
ceph/ceph,2017-09,2022-08,48,12
ceph/ceph,2018-03,2023-02,48,12
ceph/ceph,2018-09,2023-08,48,12
ceph/ceph,2019-03,2024-02,48,12
ceph/ceph,2019-09,2024-08,48,12
ceph/ceph,2020-03,2025-02,48,12
ceph/ceph,2020-09,2025-08,48,12
chakra-ui/chakra-ui,2019-08,2024-07,48,12
chakra-ui/chakra-ui,2020-02,2025-01,48,12
chakra-ui/chakra-ui,2020-08,2025-07,48,12
cilium/cilium,2015-12,2020-11,48,12
cilium/cilium,2016-06,2021-05,48,12
cilium/cilium,2016-12,2021-11,48,12
cilium/cilium,2017-06,2022-05,48,12
cilium/cilium,2017-12,2022-11,48,12
cilium/cilium,2018-06,2023-05,48,12
cilium/cilium,2018-12,2023-11,48,12
cilium/cilium,2019-06,2024-05,48,12
cilium/cilium,2019-12,2024-11,48,12
cilium/cilium,2020-06,2025-05,48,12
cilium/cilium,2020-12,2025-11,48,12
cityofaustin/atd-data-tech,2018-07,2023-06,48,12
cityofaustin/atd-data-tech,2019-01,2023-12,48,12
cityofaustin/atd-data-tech,2019-07,2024-06,48,12
cityofaustin/atd-data-tech,2020-01,2024-12,48,12
cityofaustin/atd-data-tech,2020-07,2025-06,48,12
cityofaustin/atd-data-tech,2021-01,2025-12,48,12
ckeditor/ckeditor5,2015-01,2019-12,48,12
ckeditor/ckeditor5,2015-07,2020-06,48,12
ckeditor/ckeditor5,2016-01,2020-12,48,12
ckeditor/ckeditor5,2016-07,2021-06,48,12
ckeditor/ckeditor5,2017-01,2021-12,48,12
ckeditor/ckeditor5,2017-07,2022-06,48,12
ckeditor/ckeditor5,2018-01,2022-12,48,12
ckeditor/ckeditor5,2018-07,2023-06,48,12
ckeditor/ckeditor5,2019-01,2023-12,48,12
ckeditor/ckeditor5,2019-07,2024-06,48,12
ckeditor/ckeditor5,2020-01,2024-12,48,12
ckeditor/ckeditor5,2020-07,2025-06,48,12
ckeditor/ckeditor5,2021-01,2025-12,48,12
CleverRaven/Cataclysm-DDA,2012-09,2017-08,48,12
CleverRaven/Cataclysm-DDA,2013-03,2018-02,48,12
CleverRaven/Cataclysm-DDA,2013-09,2018-08,48,12
CleverRaven/Cataclysm-DDA,2014-03,2019-02,48,12
CleverRaven/Cataclysm-DDA,2014-09,2019-08,48,12
CleverRaven/Cataclysm-DDA,2015-03,2020-02,48,12
CleverRaven/Cataclysm-DDA,2015-09,2020-08,48,12
CleverRaven/Cataclysm-DDA,2016-03,2021-02,48,12
CleverRaven/Cataclysm-DDA,2016-09,2021-08,48,12
CleverRaven/Cataclysm-DDA,2017-03,2022-02,48,12
CleverRaven/Cataclysm-DDA,2017-09,2022-08,48,12
CleverRaven/Cataclysm-DDA,2018-03,2023-02,48,12
CleverRaven/Cataclysm-DDA,2018-09,2023-08,48,12
CleverRaven/Cataclysm-DDA,2019-03,2024-02,48,12
CleverRaven/Cataclysm-DDA,2019-09,2024-08,48,12
CleverRaven/Cataclysm-DDA,2020-03,2025-02,48,12
CleverRaven/Cataclysm-DDA,2020-09,2025-08,48,12
ClickHouse/ClickHouse,2016-06,2021-05,48,12
ClickHouse/ClickHouse,2016-12,2021-11,48,12
ClickHouse/ClickHouse,2017-06,2022-05,48,12
ClickHouse/ClickHouse,2017-12,2022-11,48,12
ClickHouse/ClickHouse,2018-06,2023-05,48,12
ClickHouse/ClickHouse,2018-12,2023-11,48,12
ClickHouse/ClickHouse,2019-06,2024-05,48,12
ClickHouse/ClickHouse,2019-12,2024-11,48,12
ClickHouse/ClickHouse,2020-06,2025-05,48,12
ClickHouse/ClickHouse,2020-12,2025-11,48,12
cli/cli,2019-10,2024-09,48,12
cli/cli,2020-04,2025-03,48,12
cli/cli,2020-10,2025-09,48,12
cloudflare/cloudflare-docs,2020-09,2025-08,48,12
cloudflare/cloudflared,2017-10,2022-09,48,12
cloudflare/cloudflared,2018-04,2023-03,48,12
cloudflare/cloudflared,2018-10,2023-09,48,12
cloudflare/cloudflared,2019-04,2024-03,48,12
cloudflare/cloudflared,2019-10,2024-09,48,12
cloudflare/cloudflared,2020-04,2025-03,48,12
cloudflare/cloudflared,2020-10,2025-09,48,12
cms-sw/cmssw,2013-06,2018-05,48,12
cms-sw/cmssw,2013-12,2018-11,48,12
cms-sw/cmssw,2014-06,2019-05,48,12
cms-sw/cmssw,2014-12,2019-11,48,12
cms-sw/cmssw,2015-06,2020-05,48,12
cms-sw/cmssw,2015-12,2020-11,48,12
cms-sw/cmssw,2016-06,2021-05,48,12
cms-sw/cmssw,2016-12,2021-11,48,12
cms-sw/cmssw,2017-06,2022-05,48,12
cms-sw/cmssw,2017-12,2022-11,48,12
cms-sw/cmssw,2018-06,2023-05,48,12
cms-sw/cmssw,2018-12,2023-11,48,12
cms-sw/cmssw,2019-06,2024-05,48,12
cms-sw/cmssw,2019-12,2024-11,48,12
cms-sw/cmssw,2020-06,2025-05,48,12
cms-sw/cmssw,2020-12,2025-11,48,12
cockroachdb/cockroach,2014-02,2019-01,48,12
cockroachdb/cockroach,2014-08,2019-07,48,12
cockroachdb/cockroach,2015-02,2020-01,48,12
cockroachdb/cockroach,2015-08,2020-07,48,12
cockroachdb/cockroach,2016-02,2021-01,48,12
cockroachdb/cockroach,2016-08,2021-07,48,12
cockroachdb/cockroach,2017-02,2022-01,48,12
cockroachdb/cockroach,2017-08,2022-07,48,12
cockroachdb/cockroach,2018-02,2023-01,48,12
cockroachdb/cockroach,2018-08,2023-07,48,12
cockroachdb/cockroach,2019-02,2024-01,48,12
cockroachdb/cockroach,2019-08,2024-07,48,12
cockroachdb/cockroach,2020-02,2025-01,48,12
cockroachdb/cockroach,2020-08,2025-07,48,12
code-dot-org/code-dot-org,2014-09,2019-08,48,12
code-dot-org/code-dot-org,2015-03,2020-02,48,12
code-dot-org/code-dot-org,2015-09,2020-08,48,12
code-dot-org/code-dot-org,2016-03,2021-02,48,12
code-dot-org/code-dot-org,2016-09,2021-08,48,12
code-dot-org/code-dot-org,2017-03,2022-02,48,12
code-dot-org/code-dot-org,2017-09,2022-08,48,12
code-dot-org/code-dot-org,2018-03,2023-02,48,12
code-dot-org/code-dot-org,2018-09,2023-08,48,12
code-dot-org/code-dot-org,2019-03,2024-02,48,12
code-dot-org/code-dot-org,2019-09,2024-08,48,12
code-dot-org/code-dot-org,2020-03,2025-02,48,12
code-dot-org/code-dot-org,2020-09,2025-08,48,12
COGS108/MyFirstPullRequest,2019-01,2023-12,48,12
COGS108/MyFirstPullRequest,2019-07,2024-06,48,12
COGS108/MyFirstPullRequest,2020-01,2024-12,48,12
COGS108/MyFirstPullRequest,2020-07,2025-06,48,12
COGS108/MyFirstPullRequest,2021-01,2025-12,48,12
CollaboraOnline/online,2020-10,2025-09,48,12
conan-io/conan,2015-12,2020-11,48,12
conan-io/conan,2016-06,2021-05,48,12
conan-io/conan,2016-12,2021-11,48,12
conan-io/conan,2017-06,2022-05,48,12
conan-io/conan,2017-12,2022-11,48,12
conan-io/conan,2018-06,2023-05,48,12
conan-io/conan,2018-12,2023-11,48,12
conan-io/conan,2019-06,2024-05,48,12
conan-io/conan,2019-12,2024-11,48,12
conan-io/conan,2020-06,2025-05,48,12
conan-io/conan,2020-12,2025-11,48,12
conan-io/conan-center-index,2019-08,2024-07,48,12
conan-io/conan-center-index,2020-02,2025-01,48,12
conan-io/conan-center-index,2020-08,2025-07,48,12
conda-forge/staged-recipes,2015-09,2020-08,48,12
conda-forge/staged-recipes,2016-03,2021-02,48,12
conda-forge/staged-recipes,2016-09,2021-08,48,12
conda-forge/staged-recipes,2017-03,2022-02,48,12
conda-forge/staged-recipes,2017-09,2022-08,48,12
conda-forge/staged-recipes,2018-03,2023-02,48,12
conda-forge/staged-recipes,2018-09,2023-08,48,12
conda-forge/staged-recipes,2019-03,2024-02,48,12
conda-forge/staged-recipes,2019-09,2024-08,48,12
conda-forge/staged-recipes,2020-03,2025-02,48,12
conda-forge/staged-recipes,2020-09,2025-08,48,12
containerd/containerd,2015-11,2020-10,48,12
containerd/containerd,2016-05,2021-04,48,12
containerd/containerd,2016-11,2021-10,48,12
containerd/containerd,2017-05,2022-04,48,12
containerd/containerd,2017-11,2022-10,48,12
containerd/containerd,2018-05,2023-04,48,12
containerd/containerd,2018-11,2023-10,48,12
containerd/containerd,2019-05,2024-04,48,12
containerd/containerd,2019-11,2024-10,48,12
containerd/containerd,2020-05,2025-04,48,12
containerd/containerd,2020-11,2025-10,48,12
containers/podman,2017-11,2022-10,48,12
containers/podman,2018-05,2023-04,48,12
containers/podman,2018-11,2023-10,48,12
containers/podman,2019-05,2024-04,48,12
containers/podman,2019-11,2024-10,48,12
containers/podman,2020-05,2025-04,48,12
containers/podman,2020-11,2025-10,48,12
coollabsio/coolify,2021-01,2025-12,48,12
cosmos/cosmos-sdk,2016-02,2021-01,48,12
cosmos/cosmos-sdk,2016-08,2021-07,48,12
cosmos/cosmos-sdk,2017-02,2022-01,48,12
cosmos/cosmos-sdk,2017-08,2022-07,48,12
cosmos/cosmos-sdk,2018-02,2023-01,48,12
cosmos/cosmos-sdk,2018-08,2023-07,48,12
cosmos/cosmos-sdk,2019-02,2024-01,48,12
cosmos/cosmos-sdk,2019-08,2024-07,48,12
cosmos/cosmos-sdk,2020-02,2025-01,48,12
cosmos/cosmos-sdk,2020-08,2025-07,48,12
craftcms/cms,2017-01,2021-12,48,12
craftcms/cms,2017-07,2022-06,48,12
craftcms/cms,2018-01,2022-12,48,12
craftcms/cms,2018-07,2023-06,48,12
craftcms/cms,2019-01,2023-12,48,12
craftcms/cms,2019-07,2024-06,48,12
craftcms/cms,2020-01,2024-12,48,12
craftcms/cms,2020-07,2025-06,48,12
craftcms/cms,2021-01,2025-12,48,12
cypress-io/cypress,2015-03,2020-02,48,12
cypress-io/cypress,2015-09,2020-08,48,12
cypress-io/cypress,2016-03,2021-02,48,12
cypress-io/cypress,2016-09,2021-08,48,12
cypress-io/cypress,2017-03,2022-02,48,12
cypress-io/cypress,2017-09,2022-08,48,12
cypress-io/cypress,2018-03,2023-02,48,12
cypress-io/cypress,2018-09,2023-08,48,12
cypress-io/cypress,2019-03,2024-02,48,12
cypress-io/cypress,2019-09,2024-08,48,12
cypress-io/cypress,2020-03,2025-02,48,12
cypress-io/cypress,2020-09,2025-08,48,12
dagster-io/dagster,2018-04,2023-03,48,12
dagster-io/dagster,2018-10,2023-09,48,12
dagster-io/dagster,2019-04,2024-03,48,12
dagster-io/dagster,2019-10,2024-09,48,12
dagster-io/dagster,2020-04,2025-03,48,12
dagster-io/dagster,2020-10,2025-09,48,12
daos-stack/daos,2016-09,2021-08,48,12
daos-stack/daos,2017-03,2022-02,48,12
daos-stack/daos,2017-09,2022-08,48,12
daos-stack/daos,2018-03,2023-02,48,12
daos-stack/daos,2018-09,2023-08,48,12
daos-stack/daos,2019-03,2024-02,48,12
daos-stack/daos,2019-09,2024-08,48,12
daos-stack/daos,2020-03,2025-02,48,12
daos-stack/daos,2020-09,2025-08,48,12
DataDog/datadog-agent,2016-01,2020-12,48,12
DataDog/datadog-agent,2016-07,2021-06,48,12
DataDog/datadog-agent,2017-01,2021-12,48,12
DataDog/datadog-agent,2017-07,2022-06,48,12
DataDog/datadog-agent,2018-01,2022-12,48,12
DataDog/datadog-agent,2018-07,2023-06,48,12
DataDog/datadog-agent,2019-01,2023-12,48,12
DataDog/datadog-agent,2019-07,2024-06,48,12
DataDog/datadog-agent,2020-01,2024-12,48,12
DataDog/datadog-agent,2020-07,2025-06,48,12
DataDog/datadog-agent,2021-01,2025-12,48,12
DataDog/dd-trace-py,2016-06,2021-05,48,12
DataDog/dd-trace-py,2016-12,2021-11,48,12
DataDog/dd-trace-py,2017-06,2022-05,48,12
DataDog/dd-trace-py,2017-12,2022-11,48,12
DataDog/dd-trace-py,2018-06,2023-05,48,12
DataDog/dd-trace-py,2018-12,2023-11,48,12
DataDog/dd-trace-py,2019-06,2024-05,48,12
DataDog/dd-trace-py,2019-12,2024-11,48,12
DataDog/dd-trace-py,2020-06,2025-05,48,12
DataDog/dd-trace-py,2020-12,2025-11,48,12
DataDog/documentation,2011-12,2016-11,48,12
DataDog/documentation,2012-06,2017-05,48,12
DataDog/documentation,2012-12,2017-11,48,12
DataDog/documentation,2013-06,2018-05,48,12
DataDog/documentation,2013-12,2018-11,48,12
DataDog/documentation,2014-06,2019-05,48,12
DataDog/documentation,2014-12,2019-11,48,12
DataDog/documentation,2015-06,2020-05,48,12
DataDog/documentation,2015-12,2020-11,48,12
DataDog/documentation,2016-06,2021-05,48,12
DataDog/documentation,2016-12,2021-11,48,12
DataDog/documentation,2017-06,2022-05,48,12
DataDog/documentation,2017-12,2022-11,48,12
DataDog/documentation,2018-06,2023-05,48,12
DataDog/documentation,2018-12,2023-11,48,12
DataDog/documentation,2019-06,2024-05,48,12
DataDog/documentation,2019-12,2024-11,48,12
DataDog/documentation,2020-06,2025-05,48,12
DataDog/documentation,2020-12,2025-11,48,12
DataDog/integrations-core,2015-12,2020-11,48,12
DataDog/integrations-core,2016-06,2021-05,48,12
DataDog/integrations-core,2016-12,2021-11,48,12
DataDog/integrations-core,2017-06,2022-05,48,12
DataDog/integrations-core,2017-12,2022-11,48,12
DataDog/integrations-core,2018-06,2023-05,48,12
DataDog/integrations-core,2018-12,2023-11,48,12
DataDog/integrations-core,2019-06,2024-05,48,12
DataDog/integrations-core,2019-12,2024-11,48,12
DataDog/integrations-core,2020-06,2025-05,48,12
DataDog/integrations-core,2020-12,2025-11,48,12
datahub-project/datahub,2015-11,2020-10,48,12
datahub-project/datahub,2016-05,2021-04,48,12
datahub-project/datahub,2016-11,2021-10,48,12
datahub-project/datahub,2017-05,2022-04,48,12
datahub-project/datahub,2017-11,2022-10,48,12
datahub-project/datahub,2018-05,2023-04,48,12
datahub-project/datahub,2018-11,2023-10,48,12
datahub-project/datahub,2019-05,2024-04,48,12
datahub-project/datahub,2019-11,2024-10,48,12
datahub-project/datahub,2020-05,2025-04,48,12
datahub-project/datahub,2020-11,2025-10,48,12
dbeaver/dbeaver,2015-10,2020-09,48,12
dbeaver/dbeaver,2016-04,2021-03,48,12
dbeaver/dbeaver,2016-10,2021-09,48,12
dbeaver/dbeaver,2017-04,2022-03,48,12
dbeaver/dbeaver,2017-10,2022-09,48,12
dbeaver/dbeaver,2018-04,2023-03,48,12
dbeaver/dbeaver,2018-10,2023-09,48,12
dbeaver/dbeaver,2019-04,2024-03,48,12
dbeaver/dbeaver,2019-10,2024-09,48,12
dbeaver/dbeaver,2020-04,2025-03,48,12
dbeaver/dbeaver,2020-10,2025-09,48,12
dbt-labs/dbt-core,2016-03,2021-02,48,12
dbt-labs/dbt-core,2016-09,2021-08,48,12
dbt-labs/dbt-core,2017-03,2022-02,48,12
dbt-labs/dbt-core,2017-09,2022-08,48,12
dbt-labs/dbt-core,2018-03,2023-02,48,12
dbt-labs/dbt-core,2018-09,2023-08,48,12
dbt-labs/dbt-core,2019-03,2024-02,48,12
dbt-labs/dbt-core,2019-09,2024-08,48,12
dbt-labs/dbt-core,2020-03,2025-02,48,12
dbt-labs/dbt-core,2020-09,2025-08,48,12
dbt-labs/docs.getdbt.com,2019-11,2024-10,48,12
dbt-labs/docs.getdbt.com,2020-05,2025-04,48,12
dbt-labs/docs.getdbt.com,2020-11,2025-10,48,12
deckhouse/deckhouse,2019-10,2024-09,48,12
deckhouse/deckhouse,2020-04,2025-03,48,12
deckhouse/deckhouse,2020-10,2025-09,48,12
DefinitelyTyped/DefinitelyTyped,2012-10,2017-09,48,12
DefinitelyTyped/DefinitelyTyped,2013-04,2018-03,48,12
DefinitelyTyped/DefinitelyTyped,2013-10,2018-09,48,12
DefinitelyTyped/DefinitelyTyped,2014-04,2019-03,48,12
DefinitelyTyped/DefinitelyTyped,2014-10,2019-09,48,12
DefinitelyTyped/DefinitelyTyped,2015-04,2020-03,48,12
DefinitelyTyped/DefinitelyTyped,2015-10,2020-09,48,12
DefinitelyTyped/DefinitelyTyped,2016-04,2021-03,48,12
DefinitelyTyped/DefinitelyTyped,2016-10,2021-09,48,12
DefinitelyTyped/DefinitelyTyped,2017-04,2022-03,48,12
DefinitelyTyped/DefinitelyTyped,2017-10,2022-09,48,12
DefinitelyTyped/DefinitelyTyped,2018-04,2023-03,48,12
DefinitelyTyped/DefinitelyTyped,2018-10,2023-09,48,12
DefinitelyTyped/DefinitelyTyped,2019-04,2024-03,48,12
DefinitelyTyped/DefinitelyTyped,2019-10,2024-09,48,12
DefinitelyTyped/DefinitelyTyped,2020-04,2025-03,48,12
DefinitelyTyped/DefinitelyTyped,2020-10,2025-09,48,12
demisto/content,2016-06,2021-05,48,12
demisto/content,2016-12,2021-11,48,12
demisto/content,2017-06,2022-05,48,12
demisto/content,2017-12,2022-11,48,12
demisto/content,2018-06,2023-05,48,12
demisto/content,2018-12,2023-11,48,12
demisto/content,2019-06,2024-05,48,12
demisto/content,2019-12,2024-11,48,12
demisto/content,2020-06,2025-05,48,12
demisto/content,2020-12,2025-11,48,12
denoland/deno,2018-05,2023-04,48,12
denoland/deno,2018-11,2023-10,48,12
denoland/deno,2019-05,2024-04,48,12
denoland/deno,2019-11,2024-10,48,12
denoland/deno,2020-05,2025-04,48,12
denoland/deno,2020-11,2025-10,48,12
department-of-veterans-affairs/va.gov-team,2018-05,2023-04,48,12
department-of-veterans-affairs/va.gov-team,2018-11,2023-10,48,12
department-of-veterans-affairs/va.gov-team,2019-05,2024-04,48,12
department-of-veterans-affairs/va.gov-team,2019-11,2024-10,48,12
department-of-veterans-affairs/va.gov-team,2020-05,2025-04,48,12
department-of-veterans-affairs/va.gov-team,2020-11,2025-10,48,12
department-of-veterans-affairs/vets-api,2016-07,2021-06,48,12
department-of-veterans-affairs/vets-api,2017-01,2021-12,48,12
department-of-veterans-affairs/vets-api,2017-07,2022-06,48,12
department-of-veterans-affairs/vets-api,2018-01,2022-12,48,12
department-of-veterans-affairs/vets-api,2018-07,2023-06,48,12
department-of-veterans-affairs/vets-api,2019-01,2023-12,48,12
department-of-veterans-affairs/vets-api,2019-07,2024-06,48,12
department-of-veterans-affairs/vets-api,2020-01,2024-12,48,12
department-of-veterans-affairs/vets-api,2020-07,2025-06,48,12
department-of-veterans-affairs/vets-api,2021-01,2025-12,48,12
department-of-veterans-affairs/vets-website,2015-03,2020-02,48,12
department-of-veterans-affairs/vets-website,2015-09,2020-08,48,12
department-of-veterans-affairs/vets-website,2016-03,2021-02,48,12
department-of-veterans-affairs/vets-website,2016-09,2021-08,48,12
department-of-veterans-affairs/vets-website,2017-03,2022-02,48,12
department-of-veterans-affairs/vets-website,2017-09,2022-08,48,12
department-of-veterans-affairs/vets-website,2018-03,2023-02,48,12
department-of-veterans-affairs/vets-website,2018-09,2023-08,48,12
department-of-veterans-affairs/vets-website,2019-03,2024-02,48,12
department-of-veterans-affairs/vets-website,2019-09,2024-08,48,12
department-of-veterans-affairs/vets-website,2020-03,2025-02,48,12
department-of-veterans-affairs/vets-website,2020-09,2025-08,48,12
determined-ai/determined,2020-04,2025-03,48,12
determined-ai/determined,2020-10,2025-09,48,12
directus/directus,2012-12,2017-11,48,12
directus/directus,2013-06,2018-05,48,12
directus/directus,2013-12,2018-11,48,12
directus/directus,2014-06,2019-05,48,12
directus/directus,2014-12,2019-11,48,12
directus/directus,2015-06,2020-05,48,12
directus/directus,2015-12,2020-11,48,12
directus/directus,2016-06,2021-05,48,12
directus/directus,2016-12,2021-11,48,12
directus/directus,2017-06,2022-05,48,12
directus/directus,2017-12,2022-11,48,12
directus/directus,2018-06,2023-05,48,12
directus/directus,2018-12,2023-11,48,12
directus/directus,2019-06,2024-05,48,12
directus/directus,2019-12,2024-11,48,12
directus/directus,2020-06,2025-05,48,12
directus/directus,2020-12,2025-11,48,12
discourse/discourse,2013-01,2017-12,48,12
discourse/discourse,2013-07,2018-06,48,12
discourse/discourse,2014-01,2018-12,48,12
discourse/discourse,2014-07,2019-06,48,12
discourse/discourse,2015-01,2019-12,48,12
discourse/discourse,2015-07,2020-06,48,12
discourse/discourse,2016-01,2020-12,48,12
discourse/discourse,2016-07,2021-06,48,12
discourse/discourse,2017-01,2021-12,48,12
discourse/discourse,2017-07,2022-06,48,12
discourse/discourse,2018-01,2022-12,48,12
discourse/discourse,2018-07,2023-06,48,12
discourse/discourse,2019-01,2023-12,48,12
discourse/discourse,2019-07,2024-06,48,12
discourse/discourse,2020-01,2024-12,48,12
discourse/discourse,2020-07,2025-06,48,12
discourse/discourse,2021-01,2025-12,48,12
DIYgod/RSSHub,2018-04,2023-03,48,12
DIYgod/RSSHub,2018-10,2023-09,48,12
DIYgod/RSSHub,2019-04,2024-03,48,12
DIYgod/RSSHub,2019-10,2024-09,48,12
DIYgod/RSSHub,2020-04,2025-03,48,12
DIYgod/RSSHub,2020-10,2025-09,48,12
django/django,2012-04,2017-03,48,12
django/django,2012-10,2017-09,48,12
django/django,2013-04,2018-03,48,12
django/django,2013-10,2018-09,48,12
django/django,2014-04,2019-03,48,12
django/django,2014-10,2019-09,48,12
django/django,2015-04,2020-03,48,12
django/django,2015-10,2020-09,48,12
django/django,2016-04,2021-03,48,12
django/django,2016-10,2021-09,48,12
django/django,2017-04,2022-03,48,12
django/django,2017-10,2022-09,48,12
django/django,2018-04,2023-03,48,12
django/django,2018-10,2023-09,48,12
django/django,2019-04,2024-03,48,12
django/django,2019-10,2024-09,48,12
django/django,2020-04,2025-03,48,12
django/django,2020-10,2025-09,48,12
Dolibarr/dolibarr,2011-06,2016-05,48,12
Dolibarr/dolibarr,2011-12,2016-11,48,12
Dolibarr/dolibarr,2012-06,2017-05,48,12
Dolibarr/dolibarr,2012-12,2017-11,48,12
Dolibarr/dolibarr,2013-06,2018-05,48,12
Dolibarr/dolibarr,2013-12,2018-11,48,12
Dolibarr/dolibarr,2014-06,2019-05,48,12
Dolibarr/dolibarr,2014-12,2019-11,48,12
Dolibarr/dolibarr,2015-06,2020-05,48,12
Dolibarr/dolibarr,2015-12,2020-11,48,12
Dolibarr/dolibarr,2016-06,2021-05,48,12
Dolibarr/dolibarr,2016-12,2021-11,48,12
Dolibarr/dolibarr,2017-06,2022-05,48,12
Dolibarr/dolibarr,2017-12,2022-11,48,12
Dolibarr/dolibarr,2018-06,2023-05,48,12
Dolibarr/dolibarr,2018-12,2023-11,48,12
Dolibarr/dolibarr,2019-06,2024-05,48,12
Dolibarr/dolibarr,2019-12,2024-11,48,12
Dolibarr/dolibarr,2020-06,2025-05,48,12
Dolibarr/dolibarr,2020-12,2025-11,48,12
dotCMS/core,2012-03,2017-02,48,12
dotCMS/core,2012-09,2017-08,48,12
dotCMS/core,2013-03,2018-02,48,12
dotCMS/core,2013-09,2018-08,48,12
dotCMS/core,2014-03,2019-02,48,12
dotCMS/core,2014-09,2019-08,48,12
dotCMS/core,2015-03,2020-02,48,12
dotCMS/core,2015-09,2020-08,48,12
dotCMS/core,2016-03,2021-02,48,12
dotCMS/core,2016-09,2021-08,48,12
dotCMS/core,2017-03,2022-02,48,12
dotCMS/core,2017-09,2022-08,48,12
dotCMS/core,2018-03,2023-02,48,12
dotCMS/core,2018-09,2023-08,48,12
dotCMS/core,2019-03,2024-02,48,12
dotCMS/core,2019-09,2024-08,48,12
dotCMS/core,2020-03,2025-02,48,12
dotCMS/core,2020-09,2025-08,48,12
dotnet/aspnetcore,2014-03,2019-02,48,12
dotnet/aspnetcore,2014-09,2019-08,48,12
dotnet/aspnetcore,2015-03,2020-02,48,12
dotnet/aspnetcore,2015-09,2020-08,48,12
dotnet/aspnetcore,2016-03,2021-02,48,12
dotnet/aspnetcore,2016-09,2021-08,48,12
dotnet/aspnetcore,2017-03,2022-02,48,12
dotnet/aspnetcore,2017-09,2022-08,48,12
dotnet/aspnetcore,2018-03,2023-02,48,12
dotnet/aspnetcore,2018-09,2023-08,48,12
